"SEX" "RPTYEAR" "STATE" "EDUCATION" "ADMTYPE" "OFFGENERAL" "ADMITYR" "SENTLGTH" "OFFDETAIL" "RACE" "AGEADMIT"
"332" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"333" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Other violent offenses" "Black, non-Hispanic" "25-34 years"
"334" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"335" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"336" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "White, non-Hispanic" "25-34 years"
"337" "Male" 2000 "Alabama" "Any college" "New court commitment" "Public order" 2000 "Life, LWOP, Life plus additional years, Death" "Public order" "White, non-Hispanic" NA
"338" "Male" 2000 "Alabama" "Any college" "Parole return/revocation" "Public order" 2000 "Life, LWOP, Life plus additional years, Death" "Public order" "White, non-Hispanic" NA
"339" "Female" 2000 "Alabama" "HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "10-24.9 years" "Fraud" "Black, non-Hispanic" "35-44 years"
"340" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Public order" 2000 "Life, LWOP, Life plus additional years, Death" "Public order" "White, non-Hispanic" "35-44 years"
"341" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "45-54 years"
"342" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Fraud" "Black, non-Hispanic" "25-34 years"
"343" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"344" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Aggravated or simple assault" "White, non-Hispanic" "18-24 years"
"345" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "35-44 years"
"346" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "1-1.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"347" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"348" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Robbery" "Black, non-Hispanic" "25-34 years"
"349" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Motor vehicle theft" "White, non-Hispanic" "18-24 years"
"350" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "Black, non-Hispanic" "18-24 years"
"351" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "Black, non-Hispanic" "18-24 years"
"352" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Fraud" "Black, non-Hispanic" "35-44 years"
"353" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "White, non-Hispanic" "35-44 years"
"354" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "Black, non-Hispanic" "45-54 years"
"355" "Male" 2000 "Alabama" "<HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Public order" 2000 ">=25 years" "Public order" "White, non-Hispanic" "35-44 years"
"356" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Other/unspecified" 2000 "10-24.9 years" "Other/unspecified" "White, non-Hispanic" "35-44 years"
"357" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Violent" 2000 ">=25 years" "Robbery" "White, non-Hispanic" "35-44 years"
"358" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "25-34 years"
"359" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "25-34 years"
"360" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Other property offenses" "White, non-Hispanic" "25-34 years"
"361" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"362" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "35-44 years"
"363" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "45-54 years"
"364" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"365" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"366" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"367" "Male" 2000 "Alabama" "Any college" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "10-24.9 years" "Other property offenses" "Black, non-Hispanic" "25-34 years"
"368" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "55+ years"
"369" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "18-24 years"
"370" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "White, non-Hispanic" "25-34 years"
"371" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "White, non-Hispanic" "18-24 years"
"372" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Burglary" "White, non-Hispanic" "25-34 years"
"373" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "45-54 years"
"374" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "18-24 years"
"375" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"376" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"377" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Other property offenses" "White, non-Hispanic" "18-24 years"
"378" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"379" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"380" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"381" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Larceny" "White, non-Hispanic" "35-44 years"
"382" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Aggravated or simple assault" "Black, non-Hispanic" "18-24 years"
"383" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "25-34 years"
"384" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"385" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "White, non-Hispanic" "45-54 years"
"386" "Female" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "2-4.9 years" "Fraud" "White, non-Hispanic" "35-44 years"
"387" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"388" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"389" "Male" 2000 "Alabama" "Any college" "New court commitment" NA 2000 ">=25 years" NA "White, non-Hispanic" "35-44 years"
"390" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"391" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "35-44 years"
"392" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "45-54 years"
"393" "Male" 2000 "Alabama" "Any college" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"394" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Aggravated or simple assault" "White, non-Hispanic" "25-34 years"
"395" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"396" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "White, non-Hispanic" "18-24 years"
"397" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
"398" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"399" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
"400" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "55+ years"
"401" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Fraud" NA "18-24 years"
"402" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "25-34 years"
"403" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"404" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "45-54 years"
"405" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
"406" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Other property offenses" "White, non-Hispanic" "45-54 years"
"407" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Fraud" "White, non-Hispanic" "35-44 years"
"408" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "Life, LWOP, Life plus additional years, Death" "Murder (including non-negligent manslaughter)" "White, non-Hispanic" "18-24 years"
"409" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "White, non-Hispanic" "18-24 years"
"410" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "25-34 years"
"411" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Other property offenses" "White, non-Hispanic" "18-24 years"
"412" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"413" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"414" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Murder (including non-negligent manslaughter)" "Black, non-Hispanic" "25-34 years"
"415" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"416" "Male" 2000 "Alabama" "HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "2-4.9 years" "Larceny" "Black, non-Hispanic" "35-44 years"
"417" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "Black, non-Hispanic" "25-34 years"
"418" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Aggravated or simple assault" "Black, non-Hispanic" "18-24 years"
"419" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Aggravated or simple assault" "Black, non-Hispanic" "25-34 years"
"420" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Other violent offenses" "Black, non-Hispanic" "18-24 years"
"421" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "Black, non-Hispanic" "18-24 years"
"422" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"423" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"424" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "Life, LWOP, Life plus additional years, Death" "Burglary" "Black, non-Hispanic" "25-34 years"
"425" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"426" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"427" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"428" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"429" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"430" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"431" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"432" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"433" "Male" 2000 "Alabama" "Any college" "Parole return/revocation" "Property" 2000 "Life, LWOP, Life plus additional years, Death" "Larceny" "White, non-Hispanic" "45-54 years"
"434" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" NA
"435" "Male" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "Black, non-Hispanic" "35-44 years"
"436" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "Black, non-Hispanic" "45-54 years"
"437" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "10-24.9 years" "Public order" "Black, non-Hispanic" "25-34 years"
"438" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Larceny" "White, non-Hispanic" "35-44 years"
"439" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "Black, non-Hispanic" "35-44 years"
"440" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Negligent manslaughter" "Black, non-Hispanic" "25-34 years"
"441" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Negligent manslaughter" "Black, non-Hispanic" "25-34 years"
"442" "Male" 2000 "Alabama" "<HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "5-9.9 years" "Larceny" "Black, non-Hispanic" "25-34 years"
"443" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"444" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Property" 2000 "10-24.9 years" "Motor vehicle theft" "Black, non-Hispanic" "35-44 years"
"445" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Aggravated or simple assault" "Black, non-Hispanic" "18-24 years"
"446" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "1-1.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"447" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"448" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "45-54 years"
"449" "Male" 2000 "Alabama" "<HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "2-4.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"450" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"451" "Male" 2000 "Alabama" "HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Violent" 2000 ">=25 years" "Murder (including non-negligent manslaughter)" "White, non-Hispanic" "25-34 years"
"452" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Burglary" "Black, non-Hispanic" "18-24 years"
"453" "Male" 2000 "Alabama" "Any college" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"454" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"455" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"456" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"457" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "Black, non-Hispanic" "25-34 years"
"458" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "Black, non-Hispanic" "18-24 years"
"459" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "Black, non-Hispanic" "18-24 years"
"460" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "Black, non-Hispanic" "18-24 years"
"461" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "Black, non-Hispanic" "25-34 years"
"462" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Other violent offenses" "Black, non-Hispanic" "18-24 years"
"463" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "18-24 years"
"464" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"465" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "Black, non-Hispanic" "18-24 years"
"466" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "White, non-Hispanic" "55+ years"
"467" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Burglary" "Black, non-Hispanic" "18-24 years"
"468" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"469" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Fraud" "Black, non-Hispanic" "45-54 years"
"470" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "45-54 years"
"471" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Violent" 2000 "10-24.9 years" "Robbery" "White, non-Hispanic" "35-44 years"
"472" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"473" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "Black, non-Hispanic" "35-44 years"
"474" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Violent" 2000 ">=25 years" "Robbery" "Black, non-Hispanic" "45-54 years"
"475" "Male" 2000 "Alabama" "Any college" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "Black, non-Hispanic" "45-54 years"
"476" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "Life, LWOP, Life plus additional years, Death" "Robbery" "Black, non-Hispanic" "35-44 years"
"477" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Property" 2000 ">=25 years" "Burglary" "Black, non-Hispanic" "35-44 years"
"478" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Aggravated or simple assault" "Black, non-Hispanic" "45-54 years"
"479" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"480" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"481" "Male" 2000 "Alabama" "Any college" "Parole return/revocation" "Property" 2000 ">=25 years" "Larceny" "Black, non-Hispanic" "35-44 years"
"482" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Violent" 2000 ">=25 years" "Robbery" "White, non-Hispanic" "35-44 years"
"483" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"484" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Aggravated or simple assault" "Black, non-Hispanic" "35-44 years"
"485" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"486" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"487" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Violent" 2000 "10-24.9 years" "Robbery" "White, non-Hispanic" "35-44 years"
"488" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"489" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "Black, non-Hispanic" "25-34 years"
"490" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"491" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Violent" 2000 "10-24.9 years" "Murder (including non-negligent manslaughter)" "White, non-Hispanic" "35-44 years"
"492" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Drugs" 2000 "Life, LWOP, Life plus additional years, Death" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"493" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "10-24.9 years" "Public order" "White, non-Hispanic" "25-34 years"
"494" "Male" 2000 "Alabama" "<HS diploma/GED" "Parole return/revocation" "Violent" 2000 ">=25 years" "Robbery" "Black, non-Hispanic" "35-44 years"
"495" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"496" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"497" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "10-24.9 years" "Public order" "Black, non-Hispanic" "35-44 years"
