"","age","sex","age_cat","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","c_charge_desc","is_recid","score_text"
"8273",25,"Male","25 - 45","African-American",0,3,0,0,1,"arrest case no charge",0,"Low"
"8274",25,"Male","25 - 45","African-American",0,3,0,0,1,"arrest case no charge",0,"Low"
"8275",42,"Male","25 - 45","African-American",0,8,0,0,6,"Felony Battery w/Prior Convict",1,"High"
"8276",42,"Male","25 - 45","African-American",0,8,0,0,6,"Felony Battery w/Prior Convict",1,"High"
"8277",42,"Male","25 - 45","African-American",0,8,0,0,6,"Felony Battery w/Prior Convict",1,"High"
"8278",29,"Male","25 - 45","Caucasian",0,3,0,0,1,"Driving License Suspended",0,"Low"
"8279",33,"Male","25 - 45","Caucasian",0,2,0,0,3,"Battery",0,"Low"
"8280",38,"Male","25 - 45","Caucasian",0,1,0,0,2,"Battery",0,"Low"
"8281",32,"Male","25 - 45","Caucasian",0,5,2,1,10,"Crlty Twrd Child Urge Oth Act",1,"Medium"
"8282",32,"Male","25 - 45","Caucasian",0,5,2,1,10,"Crlty Twrd Child Urge Oth Act",1,"Medium"
"8283",32,"Male","25 - 45","Caucasian",0,5,2,1,10,"Crlty Twrd Child Urge Oth Act",1,"Medium"
"8284",29,"Female","25 - 45","African-American",0,2,0,0,1,"Aggravated Assault W/Dead Weap",0,"Low"
"8285",20,"Female","Less than 25","African-American",0,5,0,0,1,"Uttering a Forged Instrument",0,"Medium"
"8286",27,"Female","25 - 45","African-American",0,2,0,0,1,"Battery",0,"Low"
"8287",23,"Male","Less than 25","Other",0,6,0,0,0,"Possess Cannabis/20 Grams Or Less",0,"Medium"
"8288",39,"Male","25 - 45","African-American",1,9,1,0,16,"Deliver Cocaine",0,"High"
"8289",39,"Male","25 - 45","African-American",1,9,1,0,16,"Deliver Cocaine",0,"High"
"8290",39,"Male","25 - 45","African-American",1,9,1,0,16,"Deliver Cocaine",0,"High"
"8292",23,"Male","Less than 25","Caucasian",0,5,0,0,4,"Battery",1,"Medium"
"8293",23,"Male","Less than 25","Caucasian",0,5,0,0,4,"Battery",1,"Medium"
"8294",58,"Male","Greater than 45","African-American",0,3,0,0,10,"Possession of Cocaine",1,"Low"
"8295",58,"Male","Greater than 45","African-American",0,3,0,0,10,"Possession of Cocaine",1,"Low"
"8296",42,"Male","25 - 45","African-American",0,6,0,0,9,"Possession of Cannabis",1,"Medium"
"8297",42,"Male","25 - 45","African-American",0,6,0,0,9,"Possession of Cannabis",1,"Medium"
"8298",42,"Male","25 - 45","African-American",0,6,0,0,9,"Possession of Cannabis",1,"Medium"
"8299",42,"Male","25 - 45","African-American",0,6,0,0,9,"Possession of Cannabis",1,"Medium"
"8300",42,"Male","25 - 45","African-American",0,6,0,0,9,"Possession of Cannabis",1,"Medium"
"8301",42,"Male","25 - 45","African-American",0,6,0,0,9,"Possession of Cannabis",1,"Medium"
"8302",52,"Male","Greater than 45","Hispanic",0,4,0,0,3,"Driving While License Revoked",0,"Low"
"8303",52,"Male","Greater than 45","Hispanic",0,4,0,0,3,"Driving While License Revoked",0,"Low"
"8304",26,"Male","25 - 45","Caucasian",0,4,0,0,1,"Grand Theft (Motor Vehicle)",1,"Low"
"8305",26,"Male","25 - 45","Caucasian",0,4,0,0,1,"Grand Theft (Motor Vehicle)",1,"Low"
"8306",53,"Male","Greater than 45","Caucasian",0,-1,0,0,3,"Possession of Cocaine",0,"N/A"
"8307",27,"Male","25 - 45","Caucasian",0,1,0,0,1,"Dealing in Stolen Property",0,"Low"
"8308",47,"Male","Greater than 45","Asian",0,1,0,0,0,"Battery",0,"Low"
"8309",33,"Male","25 - 45","Caucasian",0,2,0,0,1,"arrest case no charge",0,"Low"
"8310",33,"Male","25 - 45","African-American",0,8,0,0,2,"Grand Theft in the 3rd Degree",1,"High"
"8311",28,"Male","25 - 45","African-American",0,1,0,0,1,"arrest case no charge",0,"Low"
"8312",28,"Male","25 - 45","African-American",0,1,0,0,1,"arrest case no charge",0,"Low"
"8313",23,"Male","Less than 25","African-American",0,2,0,0,0,"Battery",1,"Low"
"8314",23,"Male","Less than 25","African-American",0,2,0,0,0,"Battery",1,"Low"
"8315",23,"Male","Less than 25","African-American",0,2,0,0,0,"Battery",1,"Low"
"8316",45,"Male","Greater than 45","Caucasian",0,1,0,0,0,"arrest case no charge",0,"Low"
"8317",25,"Male","25 - 45","African-American",0,8,1,0,4,"arrest case no charge",1,"High"
"8318",25,"Male","25 - 45","African-American",0,8,1,0,4,"arrest case no charge",1,"High"
"8319",32,"Male","25 - 45","African-American",0,2,0,0,0,"False Imprisonment",1,"Low"
"8320",32,"Male","25 - 45","African-American",0,2,0,0,0,"False Imprisonment",1,"Low"
"8321",32,"Male","25 - 45","African-American",0,2,0,0,0,"False Imprisonment",1,"Low"
"8322",34,"Male","25 - 45","Hispanic",0,9,0,0,14,"Grand Theft in the 3rd Degree",1,"High"
"8323",34,"Male","25 - 45","Hispanic",0,9,0,0,14,"Grand Theft in the 3rd Degree",1,"High"
"8324",34,"Male","25 - 45","Hispanic",0,9,0,0,14,"Grand Theft in the 3rd Degree",1,"High"
"8325",34,"Male","25 - 45","Hispanic",0,9,0,0,14,"Grand Theft in the 3rd Degree",1,"High"
"8327",21,"Female","Less than 25","African-American",0,3,0,0,0,"Crim Use of Personal ID Info",0,"Low"
"8328",23,"Male","Less than 25","African-American",0,3,0,0,0,"Grand Theft in the 3rd Degree",0,"Low"
"8329",23,"Male","Less than 25","African-American",0,3,0,0,0,"Grand Theft in the 3rd Degree",0,"Low"
"8330",29,"Female","25 - 45","Caucasian",0,2,0,0,0,"Battery",0,"Low"
"8331",38,"Male","25 - 45","African-American",0,9,0,0,19,"arrest case no charge",1,"High"
"8332",38,"Male","25 - 45","African-American",0,9,0,0,19,"arrest case no charge",1,"High"
"8333",38,"Male","25 - 45","African-American",0,9,0,0,19,"arrest case no charge",1,"High"
"8334",29,"Female","25 - 45","African-American",0,5,0,0,1,"Grand Theft in the 3rd Degree",0,"Medium"
"8335",29,"Male","25 - 45","Caucasian",0,1,0,0,0,"Poss Of Controlled Substance",0,"Low"
"8337",27,"Male","25 - 45","African-American",0,8,0,0,6,"Possession Burglary Tools",1,"High"
"8338",25,"Male","25 - 45","Caucasian",0,2,0,0,0,"Disorderly Intoxication",1,"Low"
"8339",25,"Male","25 - 45","Caucasian",0,2,0,0,0,"Disorderly Intoxication",1,"Low"
"8340",34,"Male","25 - 45","African-American",0,5,0,0,1,"arrest case no charge",0,"Medium"
"8341",31,"Female","25 - 45","Caucasian",0,5,0,2,2,"arrest case no charge",1,"Medium"
"8342",31,"Female","25 - 45","Caucasian",0,5,0,2,2,"arrest case no charge",1,"Medium"
"8343",31,"Female","25 - 45","Caucasian",0,5,0,2,2,"arrest case no charge",1,"Medium"
"8344",31,"Female","25 - 45","Caucasian",0,5,0,2,2,"arrest case no charge",1,"Medium"
"8345",31,"Female","25 - 45","Caucasian",0,5,0,2,2,"arrest case no charge",1,"Medium"
"8346",21,"Male","Less than 25","African-American",0,10,0,1,2,"Grand Theft in the 3rd Degree",0,"High"
"8347",30,"Male","25 - 45","African-American",0,9,0,0,8,"arrest case no charge",1,"High"
"8348",30,"Male","25 - 45","African-American",0,9,0,0,8,"arrest case no charge",1,"High"
"8349",41,"Male","25 - 45","African-American",0,7,0,0,0,"Grand Theft in the 3rd Degree",0,"Medium"
"8350",38,"Male","25 - 45","Caucasian",3,9,0,0,11,"arrest case no charge",0,"High"
"8351",59,"Male","Greater than 45","African-American",0,4,0,0,8,"Possession of Cocaine",1,"Low"
"8352",59,"Male","Greater than 45","African-American",0,4,0,0,8,"Possession of Cocaine",1,"Low"
"8353",59,"Male","Greater than 45","African-American",0,4,0,0,8,"Possession of Cocaine",1,"Low"
"8354",21,"Male","Less than 25","Caucasian",0,4,0,0,1,"Battery",1,"Low"
"8356",33,"Female","25 - 45","African-American",0,4,0,0,6,"arrest case no charge",1,"Low"
"8357",39,"Male","25 - 45","African-American",0,1,0,0,0,"Driving Under The Influence",0,"Low"
"8358",27,"Male","25 - 45","African-American",0,4,0,0,6,"Felony Petit Theft",1,"Low"
"8359",27,"Male","25 - 45","African-American",0,4,0,0,6,"Felony Petit Theft",1,"Low"
"8360",27,"Male","25 - 45","African-American",0,4,0,0,6,"Felony Petit Theft",1,"Low"
"8361",53,"Male","Greater than 45","Caucasian",0,1,0,0,2,"arrest case no charge",0,"Low"
"8362",22,"Female","Less than 25","Caucasian",0,3,0,0,0,"Uttering a Forged Instrument",0,"Low"
"8363",31,"Female","25 - 45","Caucasian",0,5,0,0,1,"arrest case no charge",0,"Medium"
"8364",21,"Male","Less than 25","Caucasian",0,2,0,0,0,"DUI Property Damage/Injury",0,"Low"
"8365",29,"Male","25 - 45","African-American",0,3,0,0,3,"Possession Burglary Tools",0,"Low"
"8366",30,"Male","25 - 45","African-American",0,1,0,0,0,"Felony Battery (Dom Strang)",0,"Low"
"8367",34,"Male","25 - 45","Caucasian",0,1,0,0,2,"Leaving Scene Accident w/Death",0,"Low"
"8368",43,"Male","25 - 45","Caucasian",0,5,0,0,4,"Uttering a Forged Instrument",0,"Medium"
"8369",21,"Male","Less than 25","African-American",0,10,0,11,2,"Pos Cannabis W/Intent Sel/Del",0,"High"
"8370",21,"Male","Less than 25","African-American",0,10,0,11,2,"Pos Cannabis W/Intent Sel/Del",0,"High"
"8371",21,"Male","Less than 25","African-American",0,10,0,11,2,"Pos Cannabis W/Intent Sel/Del",0,"High"
"8372",24,"Female","Less than 25","Caucasian",0,9,0,1,2,"Obtain Control Substance By Fraud",0,"High"
"8373",34,"Male","25 - 45","African-American",0,8,0,0,3,"Grand Theft in the 3rd Degree",0,"High"
"8374",34,"Male","25 - 45","African-American",0,4,0,0,0,"Driving While License Revoked",0,"Low"
"8375",23,"Male","Less than 25","Caucasian",0,8,0,1,7,"Pos Cannabis W/Intent Sel/Del",0,"High"
"8376",23,"Male","Less than 25","Caucasian",0,8,0,1,7,"Pos Cannabis W/Intent Sel/Del",0,"High"
"8377",22,"Male","Less than 25","Caucasian",0,8,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"8378",45,"Male","Greater than 45","African-American",0,7,0,0,13,"Viol Injunction Protect Dom Vi",1,"Medium"
"8379",45,"Male","Greater than 45","African-American",0,7,0,0,13,"Viol Injunction Protect Dom Vi",1,"Medium"
"8380",23,"Male","Less than 25","Caucasian",0,9,0,1,0,"False Imprisonment",1,"High"
"8381",34,"Male","25 - 45","African-American",0,5,1,0,6,"Felony Petit Theft",0,"Medium"
"8382",34,"Male","25 - 45","African-American",0,5,1,0,6,"Felony Petit Theft",0,"Medium"
"8383",40,"Female","25 - 45","Caucasian",0,10,0,0,5,"Grand Theft in the 3rd Degree",0,"High"
"8384",40,"Female","25 - 45","Caucasian",0,10,0,0,5,"Grand Theft in the 3rd Degree",0,"High"
"8385",40,"Female","25 - 45","Caucasian",0,10,0,0,5,"Grand Theft in the 3rd Degree",0,"High"
"8386",23,"Female","Less than 25","African-American",0,7,0,0,0,"Felony Petit Theft",0,"Medium"
"8387",39,"Male","25 - 45","African-American",0,2,0,0,3,"arrest case no charge",0,"Low"
"8388",26,"Female","25 - 45","African-American",0,5,0,0,5,"Aggrav Battery w/Deadly Weapon",1,"Medium"
"8389",26,"Female","25 - 45","African-American",0,5,0,0,5,"Aggrav Battery w/Deadly Weapon",1,"Medium"
"8390",26,"Female","25 - 45","African-American",0,5,0,0,5,"Aggrav Battery w/Deadly Weapon",1,"Medium"
"8391",26,"Female","25 - 45","Caucasian",0,2,0,0,0,"Driving Under The Influence",0,"Low"
"8392",21,"Male","Less than 25","African-American",0,4,0,0,0,"Battery",0,"Low"
"8393",30,"Male","25 - 45","Caucasian",0,3,1,1,3,"Tampering with a Victim",0,"Low"
"8394",44,"Male","25 - 45","Caucasian",0,4,0,0,0,"Grand Theft (Motor Vehicle)",0,"Low"
"8395",21,"Male","Less than 25","African-American",0,7,0,0,1,"Burglary Dwelling Armed",1,"Medium"
"8396",21,"Male","Less than 25","African-American",0,7,0,0,1,"Burglary Dwelling Armed",1,"Medium"
"8397",23,"Male","Less than 25","African-American",0,4,0,0,0,"Lewdness Violation",1,"Low"
"8399",35,"Male","25 - 45","Hispanic",0,1,0,0,1,"Assault",0,"Low"
"8400",49,"Female","Greater than 45","African-American",0,1,0,0,1,"Felony Driving While Lic Suspd",0,"Low"
"8401",23,"Male","Less than 25","African-American",0,10,0,0,3,"Grand Theft in the 3rd Degree",1,"High"
"8402",23,"Male","Less than 25","African-American",0,10,0,0,3,"Grand Theft in the 3rd Degree",1,"High"
"8403",23,"Male","Less than 25","African-American",0,10,0,0,3,"Grand Theft in the 3rd Degree",1,"High"
"8404",23,"Male","Less than 25","African-American",0,10,0,0,3,"Grand Theft in the 3rd Degree",1,"High"
"8405",23,"Male","Less than 25","African-American",0,10,0,0,3,"Grand Theft in the 3rd Degree",1,"High"
"8406",32,"Male","25 - 45","Caucasian",0,7,0,0,4,"Possession of Cocaine",0,"Medium"
"8407",32,"Male","25 - 45","Caucasian",0,7,0,0,4,"Possession of Cocaine",0,"Medium"
"8408",24,"Male","Less than 25","African-American",0,5,0,0,1,"Possession of Cocaine",1,"Medium"
"8409",24,"Male","Less than 25","African-American",0,5,0,0,1,"Possession of Cocaine",1,"Medium"
"8410",21,"Female","Less than 25","African-American",0,4,0,0,1,"arrest case no charge",1,"Low"
"8411",37,"Female","25 - 45","Caucasian",0,6,0,0,7,"False Ownership Info/Pawn Item",1,"Medium"
"8412",37,"Female","25 - 45","Caucasian",0,6,0,0,7,"False Ownership Info/Pawn Item",1,"Medium"
"8413",21,"Female","Less than 25","African-American",0,5,0,0,1,"Battery",1,"Medium"
"8414",28,"Male","25 - 45","Caucasian",0,2,0,0,2,"arrest case no charge",1,"Low"
"8415",42,"Male","25 - 45","Caucasian",0,4,0,0,2,"Battery",0,"Low"
"8416",23,"Male","Less than 25","Other",0,6,2,0,7,"Carrying Concealed Firearm",1,"Medium"
"8417",23,"Male","Less than 25","Other",0,6,2,0,7,"Carrying Concealed Firearm",1,"Medium"
"8418",23,"Male","Less than 25","Other",0,6,2,0,7,"Carrying Concealed Firearm",1,"Medium"
"8419",24,"Female","Less than 25","African-American",0,6,0,0,2,"Felony Driving While Lic Suspd",1,"Medium"
"8420",31,"Male","25 - 45","Caucasian",0,7,0,0,0,"Possession of Cocaine",0,"Medium"
"8421",24,"Male","Less than 25","African-American",1,10,0,0,2,"Prostitution/Lewd Act Assignation",1,"High"
"8422",24,"Male","Less than 25","Caucasian",0,6,0,0,2,"Susp Drivers Lic 1st Offense",0,"Medium"
"8423",25,"Male","25 - 45","African-American",0,2,0,0,1,"arrest case no charge",0,"Low"
"8424",25,"Male","25 - 45","African-American",0,2,0,0,1,"arrest case no charge",0,"Low"
"8425",44,"Female","25 - 45","Caucasian",0,2,0,0,0,"Battery",0,"Low"
"8426",55,"Male","Greater than 45","African-American",0,2,0,0,12,"arrest case no charge",0,"Low"
"8427",33,"Male","25 - 45","African-American",0,1,0,0,1,"Battery",1,"Low"
"8428",26,"Male","25 - 45","African-American",1,10,3,0,24,"Resist/Obstruct W/O Violence",1,"High"
"8429",20,"Male","Less than 25","Caucasian",0,5,0,0,0,"Grand Theft (Motor Vehicle)",0,"Medium"
"8430",28,"Male","25 - 45","Caucasian",0,7,0,0,9,"arrest case no charge",0,"Medium"
"8431",28,"Male","25 - 45","Caucasian",0,7,0,0,9,"arrest case no charge",0,"Medium"
"8432",28,"Male","25 - 45","Caucasian",0,7,0,0,9,"arrest case no charge",0,"Medium"
"8433",28,"Male","25 - 45","Caucasian",0,7,0,0,9,"arrest case no charge",0,"Medium"
"8434",28,"Male","25 - 45","Caucasian",0,7,0,0,9,"arrest case no charge",0,"Medium"
"8435",28,"Male","25 - 45","Caucasian",0,7,0,0,9,"arrest case no charge",0,"Medium"
"8436",27,"Male","25 - 45","African-American",0,7,0,0,1,"arrest case no charge",0,"Medium"
"8437",26,"Male","25 - 45","Caucasian",0,2,0,0,3,"Viol Prot Injunc Repeat Viol",0,"Low"
"8438",35,"Male","25 - 45","Hispanic",0,1,0,0,0,"Viol Injunct Domestic Violence",0,"Low"
"8439",45,"Male","Greater than 45","Caucasian",0,4,0,0,4,"Burglary Unoccupied Dwelling",0,"Low"
"8440",26,"Male","25 - 45","Caucasian",0,4,0,0,1,"Grand Theft in the 3rd Degree",0,"Low"
"8441",26,"Male","25 - 45","Caucasian",0,4,0,0,1,"Grand Theft in the 3rd Degree",0,"Low"
"8442",21,"Male","Less than 25","Hispanic",0,10,0,0,0,"",1,"High"
"8443",21,"Male","Less than 25","Hispanic",0,10,0,0,0,"",1,"High"
"8444",27,"Female","25 - 45","African-American",0,4,0,0,0,"Battery",0,"Low"
"8445",20,"Male","Less than 25","Other",3,10,1,0,4,"arrest case no charge",0,"High"
"8446",46,"Male","Greater than 45","Caucasian",0,1,0,0,0,"Possession of Cocaine",1,"Low"
"8447",46,"Male","Greater than 45","Caucasian",0,1,0,0,0,"Possession of Cocaine",1,"Low"
"8448",28,"Male","25 - 45","Caucasian",0,2,0,0,1,"Tamper With Witness/Victim/CI",0,"Low"
"8449",38,"Female","25 - 45","Caucasian",0,6,0,0,1,"Battery",1,"Medium"
"8450",38,"Female","25 - 45","Caucasian",0,6,0,0,1,"Battery",1,"Medium"
"8451",55,"Male","Greater than 45","Caucasian",0,6,0,0,10,"Resist Officer w/Violence",0,"Medium"
"8452",55,"Male","Greater than 45","Caucasian",0,6,0,0,10,"Resist Officer w/Violence",0,"Medium"
"8454",32,"Female","25 - 45","Hispanic",0,1,0,0,0,"Battery",0,"Low"
"8455",35,"Male","25 - 45","Caucasian",0,7,0,0,5,"arrest case no charge",0,"Medium"
"8456",35,"Male","25 - 45","Caucasian",0,7,0,0,5,"arrest case no charge",0,"Medium"
"8457",24,"Male","Less than 25","Caucasian",0,9,0,0,0,"Possession of Cocaine",0,"High"
"8458",24,"Female","Less than 25","African-American",0,5,0,0,0,"Exposes Culpable Negligence",0,"Medium"
"8459",26,"Male","25 - 45","African-American",0,4,0,0,3,"Burglary Conveyance Armed",0,"Low"
"8460",38,"Female","25 - 45","African-American",0,4,0,0,0,"Viol Prot Injunc Repeat Viol",0,"Low"
"8461",62,"Female","Greater than 45","Caucasian",0,3,0,0,2,"Felony/Driving Under Influence",0,"Low"
"8462",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8463",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8464",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8465",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8466",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8467",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8468",27,"Male","25 - 45","African-American",0,9,0,0,7,"Burglary Conveyance Unoccup",1,"High"
"8469",48,"Male","Greater than 45","African-American",0,3,0,0,6,"arrest case no charge",0,"Low"
"8470",31,"Female","25 - 45","Caucasian",0,4,0,0,2,"Possession of Cocaine",1,"Low"
"8471",31,"Female","25 - 45","Caucasian",0,4,0,0,2,"Possession of Cocaine",1,"Low"
"8472",31,"Female","25 - 45","Caucasian",0,4,0,0,2,"Possession of Cocaine",1,"Low"
"8473",31,"Female","25 - 45","Caucasian",0,4,0,0,2,"Possession of Cocaine",1,"Low"
"8474",31,"Female","25 - 45","Caucasian",0,4,0,0,2,"Possession of Cocaine",1,"Low"
"8475",28,"Male","25 - 45","African-American",0,5,0,0,5,"Battery",1,"Medium"
"8476",28,"Male","25 - 45","African-American",0,5,0,0,5,"Battery",1,"Medium"
"8477",21,"Female","Less than 25","African-American",0,7,0,0,1,"Grand Theft in the 3rd Degree",0,"Medium"
"8478",21,"Female","Less than 25","African-American",0,7,0,0,1,"Grand Theft in the 3rd Degree",0,"Medium"
"8479",21,"Female","Less than 25","African-American",0,7,0,0,1,"Grand Theft in the 3rd Degree",0,"Medium"
"8480",30,"Male","25 - 45","Hispanic",0,9,0,0,7,"Agg Assault W/int Com Fel Dome",0,"High"
"8481",42,"Male","25 - 45","Caucasian",0,2,0,0,0,"Viol Prot Injunc Repeat Viol",0,"Low"
"8482",25,"Female","25 - 45","African-American",0,7,0,0,0,"Grand Theft in the 3rd Degree",0,"Medium"
"8483",25,"Male","25 - 45","Caucasian",0,5,0,1,6,"Petit Theft",1,"Medium"
"8484",25,"Male","25 - 45","Caucasian",0,5,0,1,6,"Petit Theft",1,"Medium"
"8485",27,"Male","25 - 45","African-American",0,10,0,0,8,"arrest case no charge",1,"High"
"8486",27,"Male","25 - 45","African-American",0,10,0,0,8,"arrest case no charge",1,"High"
"8487",27,"Male","25 - 45","African-American",0,10,0,0,8,"arrest case no charge",1,"High"
"8488",55,"Male","Greater than 45","Caucasian",0,1,0,0,0,"Battery",0,"Low"
"8489",33,"Male","25 - 45","Hispanic",0,1,0,0,0,"Obtain Property Worthless Check",0,"Low"
"8491",25,"Male","25 - 45","African-American",0,3,0,0,1,"Aggravated Battery / Pregnant",0,"Low"
"8492",40,"Male","25 - 45","African-American",0,7,0,0,5,"arrest case no charge",1,"Medium"
"8493",21,"Male","Less than 25","African-American",0,4,0,0,0,"Burglary Conveyance Unoccup",1,"Low"
"8494",21,"Male","Less than 25","African-American",0,4,0,0,0,"Burglary Conveyance Unoccup",1,"Low"
"8495",50,"Male","Greater than 45","Caucasian",0,7,0,0,26,"Possession of Cocaine",1,"Medium"
"8496",50,"Male","Greater than 45","Caucasian",0,7,0,0,26,"Possession of Cocaine",1,"Medium"
"8497",50,"Male","Greater than 45","Caucasian",0,7,0,0,26,"Possession of Cocaine",1,"Medium"
"8498",46,"Female","Greater than 45","Caucasian",0,1,0,0,0,"DUI Level 0.15 Or Minor In Veh",0,"Low"
"8499",28,"Male","25 - 45","African-American",0,7,1,0,10,"arrest case no charge",1,"Medium"
"8500",28,"Male","25 - 45","African-American",0,7,1,0,10,"arrest case no charge",1,"Medium"
"8501",28,"Male","25 - 45","African-American",0,7,1,0,10,"arrest case no charge",1,"Medium"
"8502",20,"Male","Less than 25","African-American",0,9,1,0,2,"Possession of Cocaine",1,"High"
"8503",20,"Male","Less than 25","African-American",0,9,1,0,2,"Possession of Cocaine",1,"High"
"8504",20,"Male","Less than 25","African-American",0,9,1,0,2,"Possession of Cocaine",1,"High"
"8505",20,"Male","Less than 25","African-American",0,9,1,0,2,"Possession of Cocaine",1,"High"
"8506",20,"Male","Less than 25","African-American",0,9,1,0,2,"Possession of Cocaine",1,"High"
"8507",33,"Male","25 - 45","Native American",1,7,0,0,9,"Aggravated Battery",1,"Medium"
"8508",31,"Male","25 - 45","African-American",5,9,0,0,10,"arrest case no charge",1,"High"
"8509",31,"Male","25 - 45","African-American",5,9,0,0,10,"arrest case no charge",1,"High"
"8510",31,"Male","25 - 45","African-American",5,9,0,0,10,"arrest case no charge",1,"High"
"8511",57,"Female","Greater than 45","African-American",0,1,0,0,0,"Resist/Obstruct W/O Violence",0,"Low"
"8512",25,"Male","25 - 45","African-American",0,2,0,0,0,"Battery",0,"Low"
"8513",22,"Male","Less than 25","African-American",0,8,4,0,7,"arrest case no charge",1,"High"
"8514",22,"Male","Less than 25","African-American",0,8,4,0,7,"arrest case no charge",1,"High"
"8515",22,"Male","Less than 25","African-American",0,8,4,0,7,"arrest case no charge",1,"High"
"8516",31,"Male","25 - 45","African-American",0,3,0,0,3,"Burglary Dwelling Assault/Batt",1,"Low"
"8517",31,"Male","25 - 45","African-American",0,3,0,0,3,"Burglary Dwelling Assault/Batt",1,"Low"
"8518",28,"Male","25 - 45","African-American",0,10,0,0,4,"arrest case no charge",0,"High"
"8519",41,"Male","25 - 45","Caucasian",0,9,0,0,11,"Possession of Cocaine",0,"High"
"8520",41,"Male","25 - 45","Caucasian",0,9,0,0,11,"Possession of Cocaine",0,"High"
"8521",43,"Male","25 - 45","African-American",0,4,0,0,7,"arrest case no charge",0,"Low"
"8522",25,"Female","25 - 45","Caucasian",0,4,0,0,0,"Driving Under The Influence",0,"Low"
"8523",25,"Female","25 - 45","Caucasian",0,4,0,0,0,"Driving Under The Influence",0,"Low"
"8524",39,"Male","25 - 45","Hispanic",0,2,0,0,1,"Battery",0,"Low"
"8525",23,"Male","Less than 25","African-American",0,8,1,0,5,"Exposes Culpable Negligence",0,"High"
"8526",40,"Male","25 - 45","African-American",0,1,0,0,1,"Felony Driving While Lic Suspd",0,"Low"
"8527",20,"Male","Less than 25","African-American",0,5,0,0,0,"Burglary Structure Unoccup",1,"Medium"
"8528",35,"Male","25 - 45","African-American",0,7,0,0,2,"Possess Cannabis/20 Grams Or Less",0,"Medium"
"8529",34,"Male","25 - 45","African-American",0,1,0,0,1,"arrest case no charge",1,"Low"
"8530",34,"Male","25 - 45","African-American",0,1,0,0,1,"arrest case no charge",1,"Low"
"8531",27,"Male","25 - 45","Caucasian",0,9,0,1,18,"Felony Petit Theft",1,"High"
"8532",27,"Male","25 - 45","Caucasian",0,9,0,1,18,"Felony Petit Theft",1,"High"
"8533",27,"Male","25 - 45","Caucasian",0,9,0,1,18,"Felony Petit Theft",1,"High"
"8534",25,"Male","25 - 45","African-American",0,9,1,1,15,"Felony Battery (Dom Strang)",0,"High"
"8535",37,"Male","25 - 45","Hispanic",0,5,0,0,1,"arrest case no charge",1,"Medium"
"8536",37,"Male","25 - 45","Hispanic",0,5,0,0,1,"arrest case no charge",1,"Medium"
"8537",37,"Male","25 - 45","Hispanic",0,5,0,0,1,"arrest case no charge",1,"Medium"
"8538",38,"Female","25 - 45","African-American",0,1,0,0,3,"Driving While License Revoked",1,"Low"
"8539",38,"Female","25 - 45","African-American",0,1,0,0,3,"Driving While License Revoked",1,"Low"
"8540",21,"Male","Less than 25","Caucasian",0,7,0,0,0,"Possession of Cannabis",1,"Medium"
"8541",21,"Male","Less than 25","Caucasian",0,7,0,0,0,"Possession of Cannabis",1,"Medium"
"8542",21,"Male","Less than 25","Caucasian",0,7,0,0,0,"Possession of Cannabis",1,"Medium"
"8544",25,"Male","25 - 45","African-American",0,1,0,0,0,"Battery",1,"Low"
"8545",53,"Male","Greater than 45","African-American",0,6,0,0,6,"Petit Theft",1,"Medium"
"8546",53,"Male","Greater than 45","African-American",0,6,0,0,6,"Petit Theft",1,"Medium"
"8547",53,"Male","Greater than 45","African-American",0,6,0,0,6,"Petit Theft",1,"Medium"
"8548",50,"Female","Greater than 45","African-American",0,3,0,0,4,"Aggrav Battery w/Deadly Weapon",0,"Low"
"8549",50,"Female","Greater than 45","African-American",0,3,0,0,4,"Aggrav Battery w/Deadly Weapon",0,"Low"
"8550",23,"Female","Less than 25","Caucasian",0,6,0,0,1,"Battery",0,"Medium"
"8551",45,"Male","Greater than 45","African-American",0,1,0,0,0,"Fail Register Vehicle",0,"Low"
"8552",27,"Male","25 - 45","African-American",1,4,0,0,2,"Deliver Cocaine",1,"Low"
"8553",27,"Male","25 - 45","African-American",1,4,0,0,2,"Deliver Cocaine",1,"Low"
"8554",27,"Male","25 - 45","African-American",1,4,0,0,2,"Deliver Cocaine",1,"Low"
"8555",52,"Male","Greater than 45","Caucasian",0,4,0,0,6,"Felony Petit Theft",0,"Low"
"8556",52,"Male","Greater than 45","Caucasian",0,4,0,0,6,"Felony Petit Theft",0,"Low"
"8557",22,"Male","Less than 25","Other",0,5,0,0,0,"Grand Theft in the 3rd Degree",1,"Medium"
"8558",22,"Male","Less than 25","Other",0,5,0,0,0,"Grand Theft in the 3rd Degree",1,"Medium"
